timestamp,rssi,location_label
2025-10-05 13:40:10.942631,-92,Noise
2025-10-05 13:40:11.110631,-79,Front
2025-10-05 13:40:11.340631,-74,Front
2025-10-05 13:40:11.349631,-72,Front
2025-10-05 13:40:11.421631,-74,Front
2025-10-05 13:40:11.958631,-87,Noise
2025-10-05 13:40:11.959631,-87,Noise
2025-10-05 13:40:11.960631,-89,Noise
2025-10-05 13:40:11.961631,-89,Noise
2025-10-05 13:40:12.056631,-69,Front
2025-10-05 13:40:12.231631,-76,Front
2025-10-05 13:40:12.413631,-90,Noise
2025-10-05 13:40:12.415631,-91,Noise
2025-10-05 13:40:12.417631,-91,Noise
2025-10-05 13:40:12.418631,-91,Noise
2025-10-05 13:40:12.490631,-91,Noise
2025-10-05 13:40:12.505631,-90,Noise
2025-10-05 13:40:12.612631,-77,Front
2025-10-05 13:40:12.760631,-81,Front
2025-10-05 13:40:12.803631,-69,Front
2025-10-05 13:40:12.823631,-67,Front
2025-10-05 13:40:12.843631,-67,Front
2025-10-05 13:40:14.198631,-75,Front
2025-10-05 13:40:14.253631,-76,Front
2025-10-05 13:40:14.370631,-77,Front
2025-10-05 13:40:14.777631,-78,Front
2025-10-05 13:40:14.832631,-78,Front
2025-10-05 13:40:15.080631,-74,Front
2025-10-05 13:40:15.085631,-73,Front
2025-10-05 13:40:15.089631,-74,Front
2025-10-05 13:40:15.091631,-74,Front
2025-10-05 13:40:15.203631,-82,Front
2025-10-05 13:40:15.204631,-82,Front
2025-10-05 13:40:15.277631,-83,Front
2025-10-05 13:40:15.360631,-69,Front
2025-10-05 13:40:15.521631,-68,Front
2025-10-05 13:40:15.530631,-74,Front
2025-10-05 13:40:15.539631,-70,Front
2025-10-05 13:40:15.701631,-75,Front
2025-10-05 13:40:15.756631,-78,Front
2025-10-05 13:40:15.861631,-68,Front
2025-10-05 13:40:15.880631,-68,Front
2025-10-05 13:40:15.972631,-74,Front
2025-10-05 13:40:16.280631,-73,Front
2025-10-05 13:40:16.299631,-72,Front
2025-10-05 13:40:16.381631,-73,Front
2025-10-05 13:40:16.402631,-72,Front
2025-10-05 13:40:16.719631,-78,Front
2025-10-05 13:40:17.020631,-85,Noise
2025-10-05 13:40:17.095631,-81,Front
2025-10-05 13:40:17.132631,-83,Front
2025-10-05 13:40:17.511631,-81,Front
2025-10-05 13:40:17.552631,-79,Front
2025-10-05 13:40:17.595631,-70,Front
2025-10-05 13:40:17.598631,-70,Front
2025-10-05 13:40:17.599631,-70,Front
2025-10-05 13:40:17.616631,-71,Front
2025-10-05 13:40:17.617631,-71,Front
2025-10-05 13:40:17.622631,-69,Front
2025-10-05 13:40:17.656631,-71,Front
2025-10-05 13:40:17.657631,-70,Front
2025-10-05 13:40:17.659631,-71,Front
2025-10-05 13:40:17.668631,-71,Front
2025-10-05 13:40:19.904631,-97,Noise
2025-10-05 13:40:21.077631,-46,Back
2025-10-05 13:40:21.224631,-76,Front
2025-10-05 13:40:21.244631,-75,Front
2025-10-05 13:40:21.469631,-76,Front
2025-10-05 13:40:21.508631,-75,Front
2025-10-05 13:40:21.545631,-75,Front
2025-10-05 13:40:21.716631,-76,Front
2025-10-05 13:40:21.740631,-76,Front
2025-10-05 13:40:21.762631,-72,Front
2025-10-05 13:40:21.783631,-72,Front
2025-10-05 13:40:23.152631,-71,Front
2025-10-05 13:40:23.208631,-91,Noise
2025-10-05 13:40:24.039631,-94,Noise
2025-10-05 13:40:24.357631,-72,Front
2025-10-05 13:40:24.358631,-72,Front
2025-10-05 13:40:24.360631,-72,Front
2025-10-05 13:40:24.362631,-72,Front
2025-10-05 13:40:24.363631,-72,Front
